MES;CLIENTE;LINEA_RENOVADO;PLAZO_RENOVADO;FLAG_VENTA;USO_LINEA_TOTAL_TC_T2;USO_TRIM_LINEA_BBVA;NR_ENTIDADES_TOTAL_T2;DIFF_NRO_ENTIDA_TOTALES_T2_T12;SDO_CONSUMO_T2;RESENCIA_OFERTA_PLD_RENOVADO;Ahorro_Sldo_Bco_T1;PConsumo_Sldo_Bco_T1;SDO_BCO_tot_sm_pasivo_Bco_6M;EDAD;SEXO;EST_CIVIL;ANTIGUEDAD_MES;REGION;FLAG_LIMA_PROVINCIA;SUELDO_ESTIMADO;CUBRIR_DEUDA_CONSUMO_SF_RENOVA_PLD
201503;56483;24880;48;0;0.1222;0.150233;1;0;15927.84;21;3646;30230;32193.33333;65;M;C;217;LIMA NORTE;1;5329;0.640186
201503;56484;39650;48;0;0;0.00298;2;0;8095.57;21;11010;17384;15984.83333;50;M;C;165;LIMA MODERNA;1;9691;0.204175
201503;56485;13000;24;0;0.554636;0;2;0;10656.46;21;730;9908;4814.5;63;M;C;226;NORTE;0;2745.42;0.819727
201503;56486;30000;24;0;0.032674;0;3;0;5618.33;14;54836;24444;167548;59;M;C;231;LIMA SUR;1;14954;0.187277
201503;56487;18000;36;0;0.033427;0;3;-1;4841.54;21;9024;5688;10449.83333;57;F;S;217;LIMA NORTE;1;3230.6;0.268974
201503;56488;10400;36;0;0.09;0;1;1;62.86;;10470;0;10158.16667;60;F;C;95;LIMA NORTE;1;2779;0.006044
201503;56489;26000;36;0;0;0;3;1;13015.7;;474;26032;839.166666;47;M;S;143;LIMA NORTE;1;2275;0.500603
201503;56490;31200;36;0;0.25739;0.054714;4;0;46116.43;6;3736;30342;80159.16667;51;M;C;194;LIMA MODERNA;1;5520;1.47809
201503;56491;16640;36;0;0.000213;0;3;-1;20406.77;11;7366;18436;67139.83333;65;F;D;95;LIMA NORTE;1;2931;1.22637
201503;56492;19500;36;1;0;0;4;-1;12855.8;20;370;17954;505.5;47;M;S;67;CALLAO;0;4940;0.659271
201503;56493;13390;24;0;0;0;2;-1;4581.53;20;0;9488;0;49;M;S;9;LIMA NORTE;1;2493.38;0.34216
201503;56494;6500;12;0;;;0;0;;6;42886;5522;56993.83333;53;M;S;243;LIMA SUR;1;3360;0
201503;56495;19500;36;0;0.041679;0.011504;3;0;14625.5;14;25320;22154;26243.16667;62;M;C;229;LIMA MODERNA;1;6523.81;0.750025
201503;56496;3250;6;0;0.218863;0.331095;1;2;46696.66;;6122;70996;84436.83333;52;M;C;283;LIMA MODERNA;1;9563;14.3682
201503;56497;3900;36;0;0;0;1;1;1405.24;21;192;2916;1109;66;F;V;231;LIMA MODERNA;1;3226;0.360317
201503;56498;15600;24;0;0.062234;0.03051;2;-1;11727.88;;9044;18764;9052.166666;63;F;S;217;LIMA MODERNA;1;7137;0.751787
201503;56499;15600;48;0;0.082379;0;1;1;964.15;3;3938;0;8279.166666;58;F;C;186;LIMA ESTE;1;3611;0.061804
201503;56500;25752;60;0;0;0;1;0;24108.99;11;32330;24094;244856.1667;55;F;C;136;LIMA SUR;1;8344;0.936198
201503;56501;14365;36;0;0.480485;0.248363;3;0;37339.25;;208;9644;3997.666666;54;M;S;167;LIMA ESTE;1;1400;2.59932
201503;56502;46800;60;0;0.028776;0.022633;3;-2;1177.22;11;40012;0;345109.3333;50;M;S;153;LIMA MODERNA;1;16811;0.025154
201503;56503;2795;36;0;0.015083;0;5;-2;13772.33;21;168;24894;1106.833333;56;M;U;87;LIMA NORTE;1;1889;4.92749
201503;56504;13000;33;0;0.165134;0.253222;2;0;15225.79;21;21134;14810;58968.16667;46;F;S;235;LIMA MODERNA;1;7881;1.17121
201503;56505;9100;18;0;0;0;1;0;1790.91;19;766;4268;3669;54;F;C;229;LIMA NORTE;1;1574;0.196803
201503;56506;79800;36;0;;;0;0;;11;8240;101112;10751.16667;60;M;C;233;LIMA CENTRO;1;13816;0
201503;56507;5000;18;0;0.010985;0;6;1;4946.08;15;33024;2520;139677;49;M;C;90;CALLAO;0;10370;0.989216
201503;56508;14690;33;0;0.271296;0.374885;2;-1;18738.92;18;2;15000;416.666666;53;F;S;181;LIMA MODERNA;1;750;1.27562
201503;56509;13000;36;0;0.018425;0;3;-1;6431.47;10;82808;10912;261534.3333;66;M;C;218;LIMA NORTE;1;12529;0.494728
201503;56510;13000;36;0;0.031179;0;2;0;2996.51;12;418;5980;19498.83333;58;M;U;272;LIMA SUR;1;2247;0.2305
201503;56511;33307;24;0;0;0;0;0;;6;11214;45344;194822.3333;47;M;C;202;LIMA NORTE;1;1000;0
201503;56512;6500;36;0;0.176285;0.082777;1;0;7335.77;18;1156;7480;1863.333333;56;M;C;232;CENTRO;0;2798;1.12858
201503;56513;19500;36;0;0;0;1;1;10351.44;11;13452;21426;67323.5;65;F;C;258;LIMA NORTE;1;415;0.530843
201503;56514;13000;36;0;;;1;0;6609.6;21;736;13518;1396.5;53;M;C;217;LIMA NORTE;1;2706;0.50843
201503;56515;52000;48;0;0.411833;0.42825;1;0;32572.68;21;528;55750;62678.66667;46;M;S;148;LIMA NORTE;1;6091;0.626397
201503;56516;26000;48;0;0.0917;0;2;-1;10206.78;21;118;19452;46866.33333;60;M;C;257;LIMA SUR;1;3321;0.392568
201503;56517;14300;48;0;0;0;5;-1;16701.44;21;7462;26762;9381.5;50;F;S;107;LIMA NORTE;1;8016;1.16793
201503;56518;13000;36;0;0.091485;0.122962;2;1;17902.91;3;44792;13738;256900.5;58;M;C;237;LIMA CENTRO;1;4924;1.37715
201503;56519;3120;36;0;0.009923;0;2;1;1099.65;16;4636;1630;6696.833333;61;M;C;76;LIMA NORTE;1;4437;0.352451
201503;56520;65000;48;0;0.091794;0.065059;2;0;136168.53;;24078;269922;120452;47;M;C;58;LIMA MODERNA;1;7725;2.0949
201503;56521;15600;36;0;0.007509;0.035205;1;1;8593.75;18;21956;16578;29661.33333;56;M;S;40;LIMA SUR;1;2905.14;0.550881
201503;56522;11700;36;0;0.573899;0;4;-1;14891.51;20;0;10684;0;53;F;V;19;LIMA NORTE;1;2249.48;1.27278
201503;56523;18460;36;0;0.06241;0;4;1;13247.67;14;21730;21020;29530.5;55;M;S;214;LIMA NORTE;1;11074;0.717641
201503;56524;3900;12;0;0;0;0;1;;3;22484;0;67996;53;F;S;236;LIMA NORTE;1;5136;0
201503;56525;65000;36;0;;;1;0;33237.44;11;778;68922;878.5;49;F;C;28;SIERRA CENTRAL;0;1373.9;0.511345
201503;56526;26000;24;0;0.00567;0;2;1;11615.44;18;4018;23068;80320.66667;59;F;S;248;CENTRO;0;7330;0.446747
201503;56527;13000;24;0;0.173225;0.116357;4;-1;27583.86;6;52218;15628;16344;56;F;C;284;LIMA MODERNA;1;6994;2.12183
201503;56528;10530;36;0;0.085488;0.065578;4;-2;7852.72;21;1306;5866;1160.666666;47;F;S;169;LIMA MODERNA;1;4284;0.745747
201503;56529;10136;9;0;0.379948;0;4;-1;26927.96;13;59602;0;234639.1667;49;F;S;201;LIMA NORTE;1;13039;2.65666
201503;56530;12350;36;0;0.373557;0.0889;2;2;12411.35;6;0;5468;9892;59;F;C;47;LIMA CENTRO;1;2468.26;1.00497
201503;56531;13322;36;0;;;1;0;9469.93;;2834;19436;7282.166666;58;M;S;11;LIMA NORTE;1;1233.64;0.710848
201503;56532;21633;36;0;0.281357;0;4;1;36083.36;19;35984;12310;18646.5;52;M;C;232;LIMA NORTE;1;11220;1.66798
201503;56533;9100;36;0;;;1;0;1593.39;21;1652;3250;24424.33333;54;M;S;224;LIMA MODERNA;1;1807;0.175097
201503;56534;13000;36;0;0.316144;0.817233;2;3;15775.37;;21358;3580;40457;51;M;C;201;LIMA MODERNA;1;6075;1.21349
201503;56535;8350;36;0;0;0;3;1;14927.06;;726;694;1328;58;M;U;141;LIMA NORTE;1;11117;1.78767
201503;56536;13000;15;0;0.203152;0.644705;4;-2;40643.52;6;26824;7818;13683;50;M;S;148;LIMA NORTE;1;13476;3.12642
201503;56537;30550;36;0;0;0;1;2;17958.53;8;2530;36068;3754.166666;55;F;S;234;ORIENTE;0;6446;0.58784
201503;56538;13000;36;0;0;0;1;0;6592.17;18;0;13624;356;52;M;C;217;LIMA NORTE;1;1944.39;0.50709
201503;56539;53222;24;0;0;0;2;1;27734.79;17;87020;56572;415992.8333;60;F;S;227;LIMA MODERNA;1;875;0.521115
201503;56540;17420;36;0;;;1;0;4749.56;21;18830;10248;12745.83333;54;F;C;291;LIMA SUR;1;8414;0.272649
201503;56541;4034;24;0;0;0;3;2;3040.02;11;1032;3400;1735;49;M;C;31;LIMA SUR;1;1640;0.753599
201503;56542;16445;36;0;;;2;0;10675.76;21;19200;6334;20453.16667;63;F;S;291;LIMA SUR;1;4821;0.649179
201503;56543;13650;36;0;0.328333;0.444102;2;-1;9921.96;15;710;15590;774.333333;58;F;C;289;LIMA MODERNA;1;2865.06;0.726883
201503;56544;54027;48;0;0.111063;0.099246;4;0;43283.85;11;0;79086;3746;50;M;C;228;LIMA ESTE;1;8366;0.801152
201503;56545;1300;12;0;0;0;2;-1;7233.63;;0;1620;1548;47;M;S;51;LIMA NORTE;1;795;5.56433
201503;56546;47190;36;0;0.001263;0.002351;2;0;23092.81;14;45552;47840;129934.1667;63;F;C;248;LIMA MODERNA;1;7687;0.489358
201503;56547;2600;12;0;0.241601;0;2;1;8721.49;;316;1450;1148;48;M;C;56;LIMA NORTE;1;1074;3.35442
201503;56548;12250;36;0;0.32343;0;3;0;7045.35;19;0;8032;0;55;M;C;169;LIMA NORTE;1;750;0.57513
201503;56549;29920;36;0;0.122217;0.388033;3;-2;11186.21;;1354;12904;565.5;47;M;S;43;SIERRA CENTRAL;0;8575;0.37387
201503;56550;5832;18;0;0.120573;0;3;2;16364.64;6;0;7872;1596.5;54;M;C;232;LIMA CENTRO;1;6164;2.80601
201503;56551;100000;60;0;0.138285;0.215369;4;0;115908.15;18;27588;170120;215563;55;M;S;195;LIMA MODERNA;1;25516;1.15908
201503;56552;19500;48;0;0;0;1;0;2580.63;21;2264;5762;1730.666666;54;M;C;246;LIMA NORTE;1;2764;0.13234
201503;56553;13400;36;0;0.00493;0.005426;1;0;10646.34;;2308;21800;1626.166666;58;F;S;27;CALLAO;0;2110.78;0.794502
201503;56554;31720;60;0;0.011903;0;5;0;14753.24;18;64404;29530;148317.5;55;M;C;216;NORTE;0;18188;0.465108
201503;56555;2900;36;0;0.597227;0.108;5;-1;12822.89;6;0;3640;0;62;M;C;26;LIMA SUR;1;750;4.42169
201503;56556;5308;12;0;;;0;0;;;1486;0;14489;47;M;C;165;LIMA NORTE;1;1789;0
201503;56557;26000;36;0;0.16589;0;2;0;10510.49;6;4602;18880;6708.833333;53;M;S;83;LIMA NORTE;1;4287;0.404249
201503;56558;15600;36;0;0.134108;0;2;0;9233.14;20;5242;14660;31185.33333;53;M;C;168;LIMA NORTE;1;1481;0.591867
201503;56559;4550;12;0;0;0;1;-1;1820.6;15;384;4054;19714.5;49;F;C;200;LIMA NORTE;1;2821;0.400131
201503;56560;51025;48;0;0.66163;0.730616;3;0;74953.48;;3796;60962;19380;54;M;D;217;LIMA MODERNA;1;6559.67;1.46896
201503;56561;59800;24;0;0.01086;0.009205;2;-1;8547.76;5;0;13864;19411;54;M;S;242;LIMA PROVINCIA;1;8169;0.142939
201503;56562;26000;24;0;0.011956;0;1;1;1050.62;19;68088;0;120596.6667;55;M;C;236;LIMA ESTE;1;10114;0.040408
201503;56563;13000;24;0;;;1;0;8270.56;;9604;33914;9334.166666;49;F;C;200;LIMA MODERNA;1;9890;0.636196
201503;56564;5850;12;0;0.016452;0.189852;1;1;1967.82;21;2370;2770;13169;55;F;S;22;LIMA MODERNA;1;3059;0.336379
201503;56565;19500;36;1;0.446816;0;4;-2;10831.02;9;4866;17016;11089.83333;54;F;S;43;LIMA NORTE;1;2044.44;0.555436
201503;56566;5655;36;0;0.2195;0;1;1;438.71;3;3138;0;13804.16667;58;F;S;69;LIMA NORTE;1;2954;0.077579
201503;56567;80000;60;0;;;0;0;;11;43136;142040;286786.1667;51;M;C;217;LIMA MODERNA;1;15324;0
201503;56568;12770;36;0;0.210289;0;1;2;421.38;18;640;0;627.833333;56;M;C;42;LIMA MODERNA;1;3214;0.032997
201503;56569;25781;36;1;0;0;1;0;21357.39;12;5782;44212;53749.83333;54;M;S;204;LIMA NORTE;1;1500;0.828415
201503;56570;28330;18;0;0.280937;0;4;-1;45260.44;19;3494;10530;8239.166666;49;M;C;238;LIMA MODERNA;1;7413;1.59762
201503;56571;91000;48;0;0.090955;0.12435;2;0;60143.37;;0;108462;0;57;M;C;48;LIMA MODERNA;1;4396;0.660916
201503;56572;7800;36;0;0.014248;0;2;1;383.61;18;1642;0;2780.833333;46;M;S;47;LIMA CENTRO;1;750;0.04918
201503;56573;13585;36;0;0.348289;0;3;0;13141.77;21;1846;10948;23010;51;M;C;107;NORTE;0;3553;0.967373
201503;56574;13000;36;0;0.190641;0;2;0;7954.07;12;24;4840;68444.83333;46;M;C;109;LIMA NORTE;1;6772;0.611851
201503;56575;39000;48;0;0.397146;0.199346;2;0;35594.07;21;0;13082;233152.5;60;F;D;171;LIMA SUR;1;35213;0.912668
201503;56576;39000;36;0;0.223069;0.016025;3;-1;38028.1;;0;42972;599.5;49;M;C;91;SUR;0;6302;0.975079
201503;56577;22100;36;0;0.357821;0.45133;1;0;25022.37;18;268;24846;529;52;F;S;280;LIMA SUR;1;5016;1.13223
201503;56578;60983;60;0;0.230223;0;5;0;100758.41;;630;17294;768.666666;49;M;C;270;LIMA MODERNA;1;30629;1.65224
201503;56579;50000;48;0;0.738176;0;6;0;46735.9;5;10570;36400;2778.333333;62;M;C;217;LIMA MODERNA;1;6834;0.934718
201503;56580;3913;24;0;0;0;4;0;2258.71;6;16662;4702;7018.333333;60;F;C;291;LIMA MODERNA;1;7590;0.577232
201503;56581;5200;15;0;0.390185;0.090256;2;0;9450.55;6;1250;5598;1413.166666;56;M;C;217;LIMA NORTE;1;4591;1.81741
201503;56582;19500;36;0;0.101403;0;2;0;11756.31;18;14;19698;1807.666666;60;F;C;182;LIMA NORTE;1;2916.77;0.602887
201503;56583;15798;24;0;0.002196;0;3;0;23470.35;11;780;20880;753.666666;65;F;S;291;LIMA NORTE;1;5410;1.48565
201503;56584;91000;48;0;0.030903;0.005861;4;-2;52782.26;;107450;98272;221394.3333;66;M;C;304;LIMA CENTRO;1;7716;0.580024
201503;56585;13000;24;0;0.00116;0;3;-2;6552.74;18;712;13442;833;51;F;S;81;LIMA MODERNA;1;4746;0.504056
201503;56586;75400;60;0;0.21335;0;7;0;127673.76;;38670;53134;87607.83333;53;M;S;275;LIMA MODERNA;1;5497;1.69328
201503;56587;64653;18;0;0;0;3;-1;36420.49;6;18;73650;103639.1667;53;F;S;217;LIMA MODERNA;1;1500;0.563322
201503;56588;13845;36;0;0.050799;0.076704;3;-3;8779.93;8;450;16436;588;54;M;S;101;LIMA SUR;1;2897.79;0.634158
201503;56589;13000;36;0;0.587949;0;2;-1;9629.76;2;0;15208;0;55;F;S;141;LIMA NORTE;1;2542.37;0.74075
201503;56590;6500;36;0;0.380651;0.480194;3;0;31931.97;10;1986;49400;51702.5;59;M;C;217;LIMA NORTE;1;4131;4.91261
201503;56591;19500;24;0;0.072897;0.077265;2;0;16564.77;13;54344;20662;132728.6667;62;M;S;277;LIMA MODERNA;1;6409;0.849475
201503;56592;26715;36;0;0;0;1;0;14009.5;21;38;28162;47.5;72;F;C;232;LIMA MODERNA;1;3069.44;0.524405
201503;56593;36400;36;0;;;1;0;20920.02;14;117094;40740;25236.83333;65;F;S;237;LIMA MODERNA;1;5701;0.574725
201503;56594;100000;60;0;0.215235;0.721444;2;0;55517.9;;8;72994;10;47;M;C;288;SUR;0;6938;0.555179
201503;56595;41600;48;0;0;0;1;1;23936.94;11;2506;48754;23042.33333;50;M;C;187;LIMA MODERNA;1;9890;0.575407
201503;56596;19462;48;0;0;0;2;-1;17947.92;2;13296;24532;5589;45;F;C;223;LIMA NORTE;1;4271;0.922203
201503;56597;65130;36;0;0.388153;0.8147;3;-1;56517.41;16;0;65072;55989.33333;53;M;C;313;LIMA MODERNA;1;25669;0.867763
201503;56598;13065;18;0;0;0;1;0;617.16;21;24540;2376;24297.33333;52;M;S;137;LIMA NORTE;1;5136;0.047237
201503;56599;7255;24;0;0.008038;0;2;-1;3261.61;21;5772;5660;20655;54;M;C;240;LIMA MODERNA;1;875;0.449567
201503;56600;15000;36;0;0.195362;0.835555;2;0;7651.74;18;0;10536;0;48;F;C;192;LIMA MODERNA;1;2459.65;0.510116
201503;56601;29503;48;0;0.001324;0;2;-1;753.07;15;1084;0;78359.5;47;M;C;116;LIMA MODERNA;1;7890;0.025525
201503;56602;11700;6;0;0.139358;0.021553;6;2;14555.97;18;16846;4838;34200.33333;55;M;D;239;LIMA MODERNA;1;8816;1.2441
201503;56603;6513;12;0;;;1;0;2877.22;11;3242;5868;3910.166666;63;M;C;291;LIMA MODERNA;1;9050;0.441765
201503;56604;12073;9;0;0.025608;0;1;2;862.96;18;27520;0;23352;61;F;S;291;LIMA NORTE;1;8410;0.071478
201503;56605;6630;36;0;;;2;0;4376.44;19;2740;4438;19834.5;58;M;C;188;LIMA ESTE;1;1173;0.660096
201503;56606;46540;48;0;0;0;1;1;20873.53;21;39126;41936;27241.66667;64;M;D;180;LIMA MODERNA;1;11899;0.448507
201503;56607;15386;36;0;0.010947;0;3;-1;9074.29;6;36;17608;53168.5;46;F;S;56;LIMA SUR;1;2760.45;0.589775
201503;56608;4550;18;0;;;0;1;;18;26906;0;390175.3333;58;M;S;195;LIMA MODERNA;1;1246.62;0
201504;56609;91000;36;0;0.0961;0;3;1;45422.82;6;0;37725;81629.66667;53;M;C;282;LIMA MODERNA;1;3500;0.499151
201503;56610;19500;36;0;0.147766;0;3;0;13717.91;18;0;21230;0;48;M;C;133;LIMA NORTE;1;2655;0.703482
201503;56611;22773;48;0;0.072317;0.13123;4;-1;10226.75;15;154;15154;434184.1667;61;F;C;100;LIMA MODERNA;1;2433.77;0.449073
201503;56612;3900;18;0;0.153178;0;3;-1;12809.65;6;3020;2576;33398.66667;53;F;S;213;LIMA CENTRO;1;5201;3.28452
201503;56613;13000;15;0;0.019587;0;5;-2;9017.3;20;12268;10718;25280;59;M;C;232;LIMA MODERNA;1;6290;0.693638
201503;56614;13000;12;0;0.026427;0;4;-2;6992.84;21;6342;6090;7531.166666;65;M;C;291;LIMA MODERNA;1;8689;0.53791
201503;56615;39000;36;0;0.60785;0;4;1;76652.22;;0;41414;0;58;M;C;206;LIMA MODERNA;1;2683;1.96544
201503;56616;13000;18;0;0.099;0;1;1;197.52;18;6886;0;2336;50;M;C;44;LIMA MODERNA;1;750;0.015193
201503;56617;45500;33;0;0.227027;0;5;-1;33926.66;21;32624;14812;342509.5;50;F;S;160;LIMA MODERNA;1;14674;0.74564
201503;56618;78000;24;0;0.10475;0.126472;1;0;14217.24;20;25854;27578;34805.5;58;M;C;80;LIMA SUR;1;750;0.182272
201503;56619;83850;60;0;;;1;0;49667.02;;8180;101510;5378.166666;60;M;C;215;LIMA MODERNA;1;2143;0.592331
201503;56620;15600;42;0;0.215005;0.051437;3;0;17909.44;18;10624;9432;55222.5;57;M;S;250;LIMA CENTRO;1;4507;1.14804
201503;56621;18330;36;0;0;0;1;-1;10770.99;8;0;21722;110221.6667;45;M;S;35;CENTRO;0;2243.01;0.587615
201503;56622;91000;36;0;0.398258;0.27379;4;0;200814.34;;18976;117858;82446.66667;49;M;C;217;LIMA MODERNA;1;2500;2.20675
201503;56623;8710;36;0;0;0;1;2;3634.01;17;424;7318;931.5;52;M;C;197;SUR;0;2961.68;0.417222
201503;56624;10000;18;0;0;0;2;1;613.09;11;14;1382;17.5;55;F;C;225;ORIENTE;0;357;0.061309
201503;56625;21656;27;0;0.339539;0.828148;3;0;12431.55;20;0;17962;0;46;F;C;35;LIMA ESTE;1;2519.19;0.574046
201503;56626;7802;36;0;0.124922;0;4;-2;3101.46;21;2054;4662;14522.5;48;F;S;132;LIMA NORTE;1;1971;0.397521
201503;56627;13130;36;0;0;0;1;1;7684.85;8;16;15606;37.666666;61;M;C;16;LIMA NORTE;1;3231.58;0.585289
201503;56628;20410;48;0;0.393401;0;2;0;7624.62;17;1082;4820;30394.83333;62;M;S;217;LIMA MODERNA;1;7747;0.373572
201503;56629;5200;18;0;;;1;-1;1740.9;21;124;3706;451.833333;65;F;S;174;LIMA SUR;1;1706;0.334788
201503;56630;20976;36;0;0.286654;0.429851;4;0;22395.86;;6996;26152;57399;49;F;C;197;NORTE;0;4951;1.06769
201503;56631;21060;36;0;;;1;0;12369.29;16;1264;24738;1719.666666;55;M;C;204;LIMA MODERNA;1;12113;0.587335
201503;56632;13000;36;0;0.025361;0;3;-1;4017.35;21;700;5504;1557.333333;51;M;C;218;LIMA MODERNA;1;4873;0.309026
201503;56633;5200;24;0;0.002679;0;3;-1;31422.73;20;22;3034;236.5;64;M;C;53;LIMA ESTE;1;1500;6.04283
201503;56634;7800;36;0;0;0;2;1;3590.82;20;0;4734;0;53;F;C;41;LIMA NORTE;1;2471.96;0.460361
201503;56635;9100;36;0;0.000042;0;2;-1;5572.55;;3512;11428;11905.5;51;M;S;247;LIMA MODERNA;1;3493.55;0.612368
201503;56636;11981;24;0;0.175486;0;3;-1;21011.78;13;4298;38166;21277.16667;54;M;S;179;CENTRO;0;7179;1.75376
201503;56637;26130;36;0;0.000754;0.02391;1;0;11693.11;21;20694;23862;34941.16667;55;M;C;254;LIMA MODERNA;1;14366;0.447497
201503;56638;23010;42;0;0;0;1;0;3291.21;21;12556;6660;12123.33333;52;F;C;224;LIMA MODERNA;1;3001;0.143033
201503;56639;100000;36;0;0.161802;0;5;0;192562.86;;2;25190;2.5;52;M;S;161;LIMA MODERNA;1;1575;1.92563
201503;56640;78000;36;0;0.625827;0.373298;3;-2;158439.99;;5400;26176;48589;53;M;D;214;LIMA CENTRO;1;1150;2.03128
201503;56641;39000;36;0;0.02485;0.006716;2;1;45251.79;;352994;85432;529495.5;65;F;S;263;LIMA NORTE;1;2301;1.1603
201503;56642;65130;60;0;0.124324;0;2;0;49093.17;;45028;59850;55638;62;F;D;117;LIMA MODERNA;1;2000;0.753771
201503;56643;14650;36;0;0;0;2;2;9657.53;19;62;17498;93.833333;64;F;C;97;LIMA NORTE;1;2459.43;0.659217
201503;56644;13000;36;0;0.019772;0.011335;3;0;9136.04;11;18;14784;29.833333;63;M;C;228;LIMA SUR;1;6577.91;0.702772
201503;56645;11709;36;0;0.036833;0;2;1;2233.44;7;13466;3250;61273.16667;44;F;C;113;LIMA SUR;1;2459;0.190745
201503;56646;19500;36;0;0.032072;0;1;0;384.54;11;21566;0;45706.66667;62;F;C;144;LIMA MODERNA;1;4383;0.01972
201503;56647;13130;36;0;0;0;1;0;3856.34;21;560;8268;18353.33333;52;M;C;217;LIMA ESTE;1;2343;0.293704
201503;56648;15405;36;0;0;0;1;0;3811.71;20;312;8226;161;54;M;C;166;LIMA SUR;1;2333.32;0.247433
201503;56649;2600;36;0;0.170476;0;3;0;2483.3;6;2248;1810;2466.833333;53;F;D;57;LIMA NORTE;1;1937;0.955115
201503;56650;14300;24;0;0.742187;0.913789;2;0;74291.92;17;8738;16266;182015.1667;62;M;C;239;LIMA MODERNA;1;14563;5.19524
201503;56651;13000;18;0;;;0;1;;6;0;0;0;48;M;U;31;LIMA NORTE;1;1279.69;0
201503;56652;16658;48;0;0.206666;0.302222;1;0;10349.87;;62;20444;315.166666;62;M;S;226;LIMA ESTE;1;2834;0.621315
201503;56653;13000;12;0;0;0;1;0;893.24;21;2560;3208;45929.83333;47;M;C;221;NORTE;0;6850;0.06871
201503;56654;8320;36;0;0.025187;0;2;-1;4737.11;21;0;7238;0;61;M;S;119;LIMA SUR;1;3365.75;0.569364
201503;56655;20480;36;0;0.236226;0;5;0;18771.91;11;2700;17990;6528.333333;52;F;C;230;LIMA SUR;1;6690;0.916597
201503;56656;29900;36;0;0.12574;0.080387;3;0;5876.01;19;53666;0;137663.5;52;M;S;211;LIMA NORTE;1;9656;0.196522
201503;56657;3900;36;0;0;0;2;2;6461.89;18;184;3488;10245.66667;55;M;C;97;LIMA SUR;1;2189.49;1.65689
201503;56658;12870;36;0;0.033618;0;3;0;10970.99;16;0;5346;17674.4;53;M;C;211;LIMA SUR;1;2000;0.852446
201503;56659;12675;36;0;0.052896;0;3;0;5105.78;21;1800;8690;4816.666666;60;M;C;291;LIMA MODERNA;1;4983;0.402822
201504;56660;13000;36;0;0.27125;0.296666;1;0;8129.65;19;459;7045;21196.16667;52;M;S;265;LIMA MODERNA;1;8171;0.625357
201503;56661;13000;12;0;0.02058;0.003688;2;-1;4598.41;;4180;5946;10677.5;46;M;C;86;LIMA CENTRO;1;9654;0.353723
201503;56662;13650;15;0;0;0.034772;2;-1;9434.72;20;10466;4266;85750.83333;54;M;S;217;LIMA NORTE;1;11427;0.691188
201503;56663;9360;24;0;0.000458;0;1;0;10.24;19;10762;0;40323;46;F;S;203;LIMA SUR;1;3929;0.001094
201503;56664;35750;36;0;;;1;0;9106.35;11;8048;18980;5450.5;66;M;C;95;LIMA MODERNA;1;4472;0.254723
201503;56665;100000;60;0;0.030113;0;4;2;110337.82;14;3602;217496;607894.1667;66;M;D;157;LIMA MODERNA;1;8265.2;1.10338
201503;56666;35760;36;0;;;1;0;9872.88;19;11210;21232;16878.33333;56;F;S;291;LIMA MODERNA;1;4369;0.276087
201503;56667;23400;36;0;;;1;0;7934.92;11;9926;65464;47315.83333;50;M;C;147;LIMA NORTE;1;13143;0.339099
201503;56668;52000;48;0;0.71976;0.920238;7;0;187461.21;;0;74218;6140.666666;53;M;C;164;LIMA ESTE;1;17653;3.60502
201503;56669;25657;36;0;;;1;0;13629.52;11;83890;27396;99022.5;51;M;C;140;LIMA NORTE;1;2430.28;0.53122
201503;56670;6500;36;0;0;0;1;0;2275.72;19;0;4764;0;61;M;S;219;LIMA SUR;1;1115;0.35011
201503;56671;13000;36;0;;;0;0;;11;5050;6812;2737.5;43;M;C;117;LIMA MODERNA;1;2285.92;0
201503;56672;7280;12;0;0.052064;0;4;-1;5745.21;;80286;8660;102390;66;M;V;84;LIMA CENTRO;1;2748.95;0.789177
201503;56673;13000;27;0;0.039264;0;2;1;4905.76;6;6394;7966;11582.66667;52;M;C;226;LIMA MODERNA;1;750;0.377366
201503;56674;1365;36;0;;;1;0;682.53;15;0;1422;0;42;M;S;89;LIMA CENTRO;1;1251.55;0.500021
201503;56675;27430;36;0;0;0;1;0;4169.85;21;8158;8900;12285.83333;61;M;C;239;LIMA MODERNA;1;11873;0.152017
201503;56676;14885;21;0;0.048855;0.029933;3;1;1717.56;9;0;0;0;62;M;C;34;LIMA MODERNA;1;2550.54;0.115388
201503;56677;65000;60;0;0.271692;0.126386;1;0;31778.7;11;88324;97824;238660.5;49;M;C;180;LIMA CENTRO;1;22759;0.488903
201503;56678;90000;18;0;;;1;0;8130.53;11;17964;18242;183854;52;F;C;210;LIMA SUR;1;7874;0.090339
201503;56679;12501;36;0;0.006893;0;3;0;5910.03;21;1910;12186;4488.166666;56;M;C;71;LIMA CENTRO;1;3797;0.472764
201503;56680;22823;39;0;0.36529;0.371;2;0;20457.3;;4432;31436;34507.83333;54;F;C;248;LIMA MODERNA;1;4223;0.896345
201503;56681;11700;36;0;0.119179;0.137346;1;0;19387.74;8;177422;32674;283116.6667;55;M;C;232;LIMA ESTE;1;3211;1.65707
201503;56682;15600;36;0;0;0;2;1;2684.03;20;234;5264;106.5;55;M;S;214;LIMA NORTE;1;3209.56;0.172053
