MES;CLIENTE;LINEA_RENOVADO;PLAZO_RENOVADO;FLAG_VENTA;USO_LINEA_TOTAL_TC_T2;USO_TRIM_LINEA_BBVA;NR_ENTIDADES_TOTAL_T2;DIFF_NRO_ENTIDA_TOTALES_T2_T12;SDO_CONSUMO_T2;RESENCIA_OFERTA_PLD_RENOVADO;Ahorro_Sldo_Bco_T1;PConsumo_Sldo_Bco_T1;SDO_BCO_tot_sm_pasivo_Bco_6M;EDAD;SEXO;EST_CIVIL;ANTIGUEDAD_MES;REGION;FLAG_LIMA_PROVINCIA;SUELDO_ESTIMADO;CUBRIR_DEUDA_CONSUMO_SF_RENOVA_PLD
201507;16834;54959;48;0;0.547161;0.7316;3;0;88862.96;;2339;65227;32103.33333;44;M;S;57;SUR;0;8059;1.6169
201507;16835;6630;36;0;0.007605;0;2;2;3534.17;20;2059;3411;3955.333333;53;F;S;33;NORTE;0;2868.3;0.533057
201507;16836;8024;24;0;;;3;-1;1491.87;21;192;756;11276.83333;44;M;C;221;LIMA ESTE;1;2457;0.185925
201507;16837;5200;24;0;;;1;1;2709.3;15;52;2726;223;48;M;S;49;LIMA SUR;1;2000;0.521019
201507;16838;19500;24;0;0.142916;0.23;1;0;5636.57;15;597;5326;6804;32;M;S;98;CENTRO;0;3590;0.289054
201507;16839;6695;36;0;;;4;0;9787.74;15;399;3627;5455.833333;30;M;C;23;SUR;0;3036;1.46195
201507;16840;4002;12;0;0.003361;0.055666;1;0;39.5;11;0;2816;0;42;M;C;31;CENTRO;0;2120;0.00987
201507;16841;14300;48;0;0;0;2;-1;4560.62;21;101;3845;973.166666;50;M;C;144;CENTRO;0;3100;0.318924
201507;16842;10217;24;0;0.845333;0.744222;1;0;2536.24;;0;0;56.6;42;M;S;46;LIMA CENTRO;1;5597;0.248237
201507;16843;6658;36;0;0;0;2;0;6662.52;11;196;3448;309.666666;55;M;S;98;LIMA PROVINCIA;1;1817;1.00068
201507;16844;21450;60;0;;;0;0;;21;1243;1889;15683.16667;58;F;C;180;LIMA MODERNA;1;7861.55;0
201507;16845;72345;48;0;0.028707;0.025336;2;1;17420.74;20;4110;16032;29253.5;47;M;S;220;LIMA SUR;1;7067;0.2408
201507;16846;24391;24;0;0.000105;0;4;-1;13071.59;21;2946;5866;4079.333333;47;M;C;217;LIMA ESTE;1;7489;0.535918
201507;16847;27300;48;0;0;0;1;0;13923.59;20;648;13965;9418.5;39;M;S;28;CENTRO;0;2964;0.510021
201507;16848;65000;48;0;0;0;1;0;25126.23;15;16949;25475;52815.33333;48;M;C;236;LIMA CENTRO;1;7201;0.386557
201507;16849;13402;36;0;0;0;1;0;3134.92;21;30;3317;45;61;F;S;238;OESTE;0;2133;0.233914
201507;16850;75511;48;0;;;1;0;46576.76;6;878;46805;29354.83333;46;M;D;143;LIMA MODERNA;1;7564;0.61682
201507;16851;13000;36;0;0.221764;0;2;0;3381.5;15;1;3147;1.5;54;M;C;230;LIMA ESTE;1;1803.07;0.260115
201507;16852;6317;12;0;0;0;4;-2;6303.58;6;48;3320;21544.5;39;M;S;216;LIMA BALNEARIO;1;3507;0.997875
201507;16853;9484;36;0;;;1;0;5895.66;;139;5914;3271;40;F;C;49;CENTRO;0;1907;0.621642
201507;16854;15210;48;0;0.011193;0;2;0;741.19;18;0;856;44885.66667;48;F;S;243;LIMA NORTE;1;3944;0.04873
201507;16855;9100;18;0;;;1;-1;3619.71;18;413;3660;26620.16667;44;M;S;200;LIMA NORTE;1;3134;0.39777
201507;16856;85044;60;0;0.042056;0.040217;1;0;37581.31;21;351;36006;67361.66667;43;M;C;209;LIMA NORTE;1;7589;0.441904
201507;16857;33410;36;0;0;0;1;0;18845.46;11;9029;18934;70029.33333;42;M;C;186;LIMA MODERNA;1;5679;0.564066
201507;16858;36720;48;0;0;0;2;-1;16052.91;21;3330;15308;32771.66667;56;M;C;233;LIMA NORTE;1;3396;0.43717
201507;16859;14300;36;0;;;2;-1;29496.2;21;1354;29687;1980.166666;41;M;S;244;LIMA NORTE;1;4976;2.06267
201507;16860;62400;36;0;;;2;0;0;21;237;14235;207363.6667;51;F;C;178;LIMA MODERNA;1;17247;0
201507;16861;42000;36;0;0.390696;0;3;1;53948.99;12;255;21596;23222.5;47;F;S;228;NORTE;0;6686;1.2845
201507;16862;17162;36;0;0;0;1;0;9321.03;15;71990;9321;23064;56;M;C;143;OESTE;0;750;0.54312
201507;16863;4413;36;0;0.411428;0.446904;2;0;4649.04;15;97;2011;122.333333;48;M;C;52;LIMA PROVINCIA;1;1603;1.05349
201507;16864;10000;36;0;0.264455;0;4;1;17738.87;6;1938;7310;24340.16667;52;F;S;226;LIMA CENTRO;1;12636;1.77389
201507;16865;32500;48;0;0.187578;0.229117;1;0;24445.46;6;2548;19552;32017.83333;57;F;C;297;ORIENTE;0;10486;0.752168
201507;16866;32500;36;0;0;0;1;0;15585.2;11;393;15628;22119.83333;42;M;C;209;CENTRO;0;6754;0.479544
201507;16867;18375;36;1;0.335247;0;2;0;21028.62;6;25;10905;116;30;F;S;28;LIMA ESTE;1;3094.12;1.14441
201507;16868;60980;36;0;0;0.019165;1;0;34000.97;18;0;34216;19494;60;F;V;147;LIMA MODERNA;1;3986.17;0.557575
201507;16869;17420;36;0;0.000428;0.013682;1;2;1421.76;21;29779;1412;46881.33333;61;M;S;262;LIMA ESTE;1;6821;0.081616
201507;16870;18200;36;0;0;0;2;-1;10225.15;15;60543;10304;94484.33333;50;M;S;217;OESTE;0;5627;0.561821
201507;16871;18460;36;0;0.06012;0.262081;2;-1;6374.5;7;744;0;500.5;43;F;S;31;LIMA PROVINCIA;1;2969;0.345314
201507;16872;79300;36;0;0.028523;0.042773;3;1;35454.96;21;14339;32592;174570.5;46;F;D;221;LIMA MODERNA;1;20804;0.447099
201507;16873;2860;12;0;0.02945;0.742187;1;1;429.8;21;1658;0;9680.333333;25;F;S;37;LIMA MODERNA;1;2649;0.150279
201507;16874;31112;36;0;0;0;3;0;18222.28;21;2341;18841;8189.666666;64;F;D;241;CENTRO;0;6644;0.585699
201507;16875;11000;24;0;0.197693;0;3;-1;10146.18;21;130;3400;9929.333333;53;F;C;213;NORTE;0;3210;0.92238
201507;16876;7800;12;0;;;1;0;4653.16;6;685;4653;7905.166666;32;M;C;73;LIMA NORTE;1;4976;0.596558
201507;16877;13000;24;0;0.020122;0.099772;3;-1;12145.99;;0;8005;43324.66667;60;F;C;170;LIMA MODERNA;1;7613;0.934306
201507;16878;13000;24;0;0.032098;0;3;-2;7869.07;6;400;7383;881.333333;35;M;S;24;LIMA NORTE;1;7480;0.605313
201507;16879;13000;36;0;0.165599;0.204305;2;0;11837.21;11;0;4003;141.2;40;M;C;95;LIMA NORTE;1;1600;0.910554
201507;16880;40057;48;0;0.230716;0.177285;4;-1;34029.37;6;20731;24295;53738.5;50;M;S;190;LIMA MODERNA;1;7288;0.849523
201507;16881;7800;12;0;0;0;0;1;;21;2588;0;32529.66667;57;M;C;228;ORIENTE;0;7683;0
201507;16882;17408;48;0;0.015937;0;5;-2;29607.17;;919;28001;32151.33333;59;F;C;242;LIMA CENTRO;1;3363;1.70078
201507;16883;25225;36;0;0;0;0;1;;15;2293;13898;2616.5;49;M;U;63;CENTRO;0;4947;0
201507;16884;13000;30;0;0;0;1;-1;8251.56;;2668;8281;42785.83333;54;M;C;109;CENTRO;0;3916;0.634735
201507;16885;2405;36;0;0;0;4;0;4499.08;21;178;1090;501.166666;47;M;S;95;LIMA PROVINCIA;1;1906;1.87072
201507;16886;3900;6;0;0;0;0;2;;21;3080;0;18939.5;44;F;S;175;LIMA ESTE;1;4043;0
201507;16887;6179;36;0;0;0;2;0;4521.5;21;104;3241;112.166666;54;M;C;95;LIMA PROVINCIA;1;2386;0.731752
201507;16888;20020;36;0;0.455021;0;2;0;21531.55;5;0;10879;0;46;F;S;32;CENTRO;0;2967.8;1.0755
201507;16889;34211;36;0;0;0;1;0;18892.7;20;0;19367;4;44;M;S;227;LIMA PROVINCIA;1;2000;0.55224
201507;16890;6110;36;0;0.140855;0.332833;1;0;3757.03;21;341;3219;290.833333;41;M;S;175;LIMA PROVINCIA;1;2326;0.614898
201507;16891;26000;36;0;0.57923;0.356442;2;0;12311.67;21;7;7191;260.333333;29;M;S;55;CALLAO;0;750;0.473525
201507;16892;1950;12;0;0;0;1;-1;798.72;15;2896;901;18346;38;F;S;21;CENTRO;0;6663;0.4096
201507;16893;4225;36;0;0.023227;0;3;0;2546.32;18;28373;2246;43373.5;51;M;C;74;LIMA PROVINCIA;1;2267;0.602679
201507;16894;10200;36;0;0.0029;0;3;-1;14824.4;15;2670;10889;2058.166666;47;M;S;57;LIMA ESTE;1;2827;1.45337
201507;16895;12595;42;0;0.092736;0.248444;1;0;5212.04;21;170;3912;4038;29;M;U;84;CENTRO;0;3932;0.413818
201507;16896;14687;36;0;0.308128;0;3;-1;11762.97;15;80;8268;9995;44;M;S;73;LIMA NORTE;1;2597;0.80091
201507;16897;16142;36;1;0.109239;0.255294;2;0;10685.9;15;70;9146;13257.5;52;F;C;74;LIMA PROVINCIA;1;415;0.661993
201507;16898;6890;18;1;0.141197;0;3;2;11445.57;20;0;2801;4123.5;54;M;C;236;LIMA CENTRO;1;6164;1.66118
201507;16899;10400;36;0;0;0;1;0;2530.96;21;186;2763;181.166666;55;M;C;98;LIMA PROVINCIA;1;2346;0.243361
201507;16900;26000;36;0;0;0;1;1;10170.18;11;5318;10324;9012;59;M;S;207;LIMA NORTE;1;15767;0.39116
201507;16901;26000;36;0;;;1;0;14251.18;18;1788;14251;41615.66667;49;M;C;53;LIMA NORTE;1;8567;0.548122
201507;16902;2154;12;0;0.005211;0.006058;2;-1;167.95;21;0;0;0;60;M;C;221;OESTE;0;2000;0.077971
201507;16903;22425;36;0;0;0;2;1;19892.44;6;2906;20282;15525.33333;41;M;S;121;LIMA NORTE;1;6374;0.887065
201507;16904;13000;12;0;0.122741;0.24252;1;0;11415.3;18;24179;3925;89931.5;47;M;C;175;ORIENTE;0;7627;0.8781
201507;16905;7800;36;0;0.310335;0.024913;2;0;9222.42;21;272;3642;493.666666;46;M;C;164;LIMA MODERNA;1;2499;1.18236
201507;16906;1300;6;0;0;0;1;-1;43.17;15;202;0;2822.166666;51;F;S;43;LIMA MODERNA;1;2016;0.033207
201507;16907;26260;24;0;0;0;2;-2;10319.67;11;3;10500;655.5;60;M;D;221;LIMA NORTE;1;7000;0.39298
201507;16908;31330;60;0;0.127134;0;3;0;25162.94;21;2292;4373;36582.16667;48;F;S;234;LIMA MODERNA;1;10724;0.803157
201507;16909;15600;36;0;0.284045;0;1;-1;1434.63;21;0;5164;48075.5;45;M;S;193;LIMA PROVINCIA;1;2966.94;0.091963
201507;16910;12032;36;0;0;0;2;-1;6608.7;18;681;6869;964.166666;27;F;S;56;SIERRA CENTRAL;0;2501.63;0.54926
201507;16911;3900;36;0;0;0;1;0;6465.43;21;1332;6547;18818.83333;54;M;C;100;LIMA PROVINCIA;1;3026;1.6578
201507;16912;65000;48;0;0;0;2;2;40060.66;;10164;29191;23639.66667;38;M;S;134;LIMA MODERNA;1;17097;0.616317
201507;16913;26000;36;0;0;0;1;0;13742.96;18;1;13827;18953.83333;62;M;C;21;LIMA SUR;1;2786.48;0.528575
201507;16914;26000;30;0;0.230061;0;1;1;150.25;18;8204;0;224420;62;M;V;163;LIMA PROVINCIA;1;660;0.005778
201507;16915;16042;18;0;0.109893;0;4;0;31443.95;15;3568;0;2922;50;M;S;198;LIMA CENTRO;1;7077;1.9601
201507;16916;5200;36;1;;;1;1;2895;15;21420;2904;21869.83333;47;M;S;174;LIMA ESTE;1;2350.25;0.55673
201507;16917;7800;36;0;0;0;1;0;4362.72;15;1975;4382;39429;38;M;S;91;LIMA PROVINCIA;1;3454;0.559323
201507;16918;28600;36;0;;;1;0;3641.16;18;721;4186;23223.33333;49;F;C;223;LIMA CENTRO;1;12551;0.127313
201507;16919;20800;24;0;0;0;0;0;;21;7593;5628;16511;51;M;C;82;OESTE;0;13595;0
201507;16920;39000;24;0;;;0;1;;;7592;24532;135574.5;38;M;C;158;LIMA MODERNA;1;20697;0
201507;16921;13000;48;0;0.034146;0.328133;3;-1;7243.12;20;1389;5559;3162.333333;47;M;C;66;CENTRO;0;3333;0.557163
201507;16922;26000;30;0;0.002368;0.020888;1;1;108.34;20;26;0;313.833333;42;M;C;178;LIMA MODERNA;1;8358;0.004166
201507;16923;15600;27;0;0;0;1;0;9361.09;;3287;9450;14228.66667;47;F;C;92;LIMA PROVINCIA;1;2381.1;0.600069
201507;16924;3900;12;0;;;3;0;2092.64;11;688;1755;1988.166666;44;M;C;131;CENTRO;0;1843;0.536574
201507;16925;26000;18;0;;;1;-1;13909.22;6;2;14835;1503.166666;65;M;C;287;ORIENTE;0;2499.97;0.53497
201507;16926;5969;36;0;0;0;1;1;2992.56;21;221;3014;9953.833333;49;M;C;174;LIMA PROVINCIA;1;2710;0.50135
201507;16927;10400;48;0;0;0;2;-1;2903.48;21;0;2817;10682;32;M;C;126;CALLAO;0;2839;0.27918
201507;16928;15600;12;0;0.776888;0;1;0;3496.18;21;5421;0;10057.5;47;M;S;32;CENTRO;0;6291;0.224114
201507;16929;91000;60;0;0.000224;0;3;1;53557.77;5;55;53647;639.5;42;M;C;118;LIMA PROVINCIA;1;3980;0.588546
201507;16930;45944;36;0;;;4;-2;44012.99;15;874;27236;22906.83333;42;F;S;148;CENTRO;0;6211;0.95797
201507;16931;3900;24;0;0;0;3;-1;1661.97;21;33;775;1404.833333;40;M;C;209;LIMA ESTE;1;3043;0.426146
201507;16932;29993;36;0;;;1;0;9039.36;21;6663;9113;29717;58;M;S;171;LIMA ESTE;1;1687;0.301382
201507;16933;8849;24;0;;;1;-1;4929.85;;127;4930;173.5;33;F;S;51;SIERRA CENTRAL;0;1491;0.557108
201507;16934;26000;24;0;0;0;1;1;3518.81;21;9050;4264;8609.333333;52;M;S;221;LIMA NORTE;1;11244;0.135338
201507;16935;13006;18;0;;;2;-1;1596.7;18;1322;1426;2260.666666;41;M;S;72;CENTRO;0;3549;0.122766
201507;16936;15730;36;0;0;0;2;1;18967.08;21;0;7202;0;58;F;C;45;LIMA PROVINCIA;1;3357.18;1.20579
201507;16937;13260;36;0;0.303166;0.326235;1;-1;1819.46;21;176;4048;10784.33333;39;M;U;40;CENTRO;0;3067;0.137214
201507;16938;13498;36;0;0;0;1;0;7144.76;20;887;7184;1100.666666;24;M;S;65;LIMA CENTRO;1;4170;0.529319
201507;16939;45722;48;1;0.034848;0.092;2;-1;35690.24;;1213;32863;3778.5;26;M;S;48;CENTRO;0;10793;0.780592
201507;16940;20000;36;0;;;2;0;14564.74;19;722;10307;15365.83333;29;M;S;89;CENTRO;0;3359;0.728237
201507;16941;18467;24;0;0;0;1;1;14927.59;20;4854;15806;29734.83333;55;M;C;213;LIMA PROVINCIA;1;2093;0.808338
201507;16942;11418;36;0;0.068349;0.102179;2;0;3168.06;21;1716;1923;2539.833333;39;F;S;39;LIMA CENTRO;1;2850.65;0.277461
201507;16943;5200;24;0;0;0;1;0;1629.04;18;893;1647;21195.16667;39;M;C;133;LIMA PROVINCIA;1;5676;0.313276
201507;16944;1950;12;0;0.170046;0;3;-1;5520.03;14;7;1160;9307.166666;42;M;D;186;LIMA PROVINCIA;1;5151;2.83078
201507;16945;18030;36;0;;;1;0;8784.8;21;1813;8785;8876.5;50;F;C;109;LIMA NORTE;1;2295.83;0.487232
201507;16946;51362;48;0;0.061076;0.054256;1;1;23935.59;21;846;23807;27330.16667;44;M;C;75;LIMA MODERNA;1;5864;0.466017
201507;16947;10855;36;0;;;1;0;4929.96;21;21;4930;8987.666666;47;M;C;63;LIMA PROVINCIA;1;1640;0.454164
201507;16948;5734;36;0;0.029;0.028166;3;-2;5932.81;11;112;3806;441.166666;39;M;C;198;LIMA PROVINCIA;1;1961;1.03467
201507;16949;32500;36;0;;;1;0;20313.33;;3174;20374;32368;43;M;C;112;SUR;0;7324;0.625025
201507;16950;19500;36;0;;;1;0;6161.9;21;250;6162;15973.5;39;M;C;56;CENTRO;0;4073;0.315994
201507;16951;7338;36;0;0.293797;0;3;0;9816.93;;4;5031;6;40;M;C;185;LIMA ESTE;1;2468;1.33782
201507;16952;13000;36;0;0;0;1;1;6772.44;18;5014;6793;9758.166666;50;M;S;221;LIMA ESTE;1;3080;0.520956
201507;16953;5200;12;0;0;0;1;0;3363.05;17;244;3396;6128.666666;59;M;C;79;LIMA PROVINCIA;1;2140;0.64674
201507;16954;7800;24;0;0.030213;0;3;0;5991.02;3;2140;0;3111.333333;64;F;C;122;LIMA PROVINCIA;1;2661.5;0.768079
201507;16955;18285;36;0;0.259786;0.07376;3;-1;19162.6;6;2406;10452;9752.333333;30;F;S;84;LIMA NORTE;1;4471;1.048
201507;16956;13000;36;0;0;0;1;1;5398.34;21;5676;5426;98426;41;M;C;137;LIMA ESTE;1;5127;0.415256
201507;16957;52000;24;0;0;0;1;0;29556.36;6;9787;30653;416425.3333;47;F;S;253;LIMA MODERNA;1;20111;0.568391
201507;16958;6436;36;0;0;0;1;0;2553.94;21;726;2554;2371.5;53;M;C;186;LIMA PROVINCIA;1;3490;0.396821
201507;16959;20608;36;0;0.114194;0;3;0;6359.1;6;3;3310;43.5;59;F;V;146;OESTE;0;797;0.308574
201507;16960;13065;36;0;0.013048;0;2;1;6764.28;13;14;6883;21;47;M;S;15;LIMA PROVINCIA;1;825;0.51774
201507;16961;59820;48;0;;;2;0;9122.89;;476;42479;55282.83333;52;M;C;267;CENTRO;0;2367.43;0.152505
201507;16962;17234;12;0;;;1;-1;14510.07;6;89;15333;20328.16667;40;F;C;197;CENTRO;0;6367;0.841944
201507;16963;13000;24;0;0.189696;0;4;-1;18226.33;11;1882;7519;6070.666666;59;F;S;249;CENTRO;0;4750;1.40203
201507;16964;14009;60;0;0.209226;0.236933;3;0;22826.98;17;982;0;60080.66667;51;M;S;204;LIMA MODERNA;1;3000;1.62945
201507;16965;14950;36;0;0.001733;0;3;0;7665.42;20;855;7551;33816.66667;45;M;S;189;LIMA CENTRO;1;4126;0.512737
201507;16966;5200;36;0;0.706634;0.747916;1;-1;13608.53;;2289;6260;22919;30;M;C;50;LIMA ESTE;1;2643.21;2.61702
201507;16967;19500;48;0;0;0;3;0;33045.87;;1306;12062;2267;61;F;C;238;OESTE;0;4836;1.69466
201507;16968;13000;36;0;0;0;1;1;4175.35;21;727;4402;2338.5;62;F;C;249;LIMA ESTE;1;5253;0.32118
201507;16969;6500;12;0;;;0;1;;21;1250;0;30278.83333;54;F;C;221;LIMA MODERNA;1;8066;0
201507;16970;7865;36;0;0;0;0;0;;15;121;4251;7177.833333;56;M;C;47;LIMA NORTE;1;1679;0
201507;16971;6500;24;0;0;0;1;0;552.83;21;136;648;3234.166666;60;M;C;120;LIMA PROVINCIA;1;1857;0.08505
201507;16972;20530;36;0;0.949;0.851166;1;0;14150.9;9;752;12417;1892.166666;44;F;C;122;CALLAO;0;4403;0.689279
201507;16973;20642;48;0;0;0;3;0;21385.18;6;218;10369;561.4;39;M;C;136;CENTRO;0;3204;1.036
201507;16974;19500;48;0;0;0;0;0;;20;1815;10607;27323.16667;49;F;C;232;CENTRO;0;4311;0
201507;16975;19500;24;0;0;0;1;0;11040.73;11;33276;11041;61478.16667;40;M;S;125;LIMA SUR;1;5121;0.566191
201507;16976;10000;27;0;0.407723;0;5;-4;22552.02;;402;8002;1190.333333;37;M;S;48;LIMA PROVINCIA;1;3894;2.2552
201507;16977;25976;48;1;0;0;1;0;10430.67;21;0;10431;162.6;48;M;C;105;NORTE;0;5075;0.40155
201507;16978;100000;60;0;;;0;2;;12;30268;100000;74503.16667;49;M;C;213;LIMA PROVINCIA;1;12175;0
201507;16979;34678;36;0;0;0;1;0;14538.3;20;0;14681;0;57;F;C;22;NORTE;0;2482.2;0.419236
201507;16980;22187;42;1;;;2;0;16776.44;;269;16156;827;48;M;S;210;CENTRO;0;2941;0.756138
201507;16981;88400;36;0;;;2;-2;0;;32;31716;36470.66667;40;M;C;123;CENTRO;0;971;0
201507;16982;8995;24;0;;;1;0;5506.41;11;1535;5680;5314.166666;44;M;C;221;LIMA PROVINCIA;1;2521;0.612163
201507;16983;7620;36;0;0;0;2;1;3833.34;17;0;3101;2763;38;M;U;38;CENTRO;0;1593.16;0.503062
201507;16984;5200;36;0;1;1;1;0;1476.39;;81;491;979;26;F;S;36;LIMA SUR;1;840;0.283921
201507;16985;19500;36;0;0;0;1;0;9402.94;21;0;9403;0;43;F;C;39;LIMA PROVINCIA;1;2371.33;0.482202
201507;16986;14847;36;0;0.083717;0.49504;3;-1;15726.22;13;204;10187;809.5;40;F;D;109;LIMA NORTE;1;2703.67;1.05922
201507;16987;23506;24;0;0;0.192857;2;0;19994.5;21;15986;3118;57687.16667;40;M;S;71;CENTRO;0;6697;0.850612
201507;16988;7800;24;0;0;0;1;0;5438.84;11;0;0;0;40;M;C;193;NORTE;0;1900;0.697287
201507;16989;13000;30;0;0;0;1;0;4360.35;3;3486;4512;21887.16667;44;M;S;88;CENTRO;0;2614;0.335411
201507;16990;10335;36;0;0;0;1;2;3881.75;21;0;4049;186.5;66;F;D;197;NORTE;0;3856;0.375592
201507;16991;8900;36;0;0.236385;0;3;2;19839.51;11;0;6324;0;43;M;C;229;LIMA CENTRO;1;568;2.22916
201507;16992;31200;36;0;0.02488;0;2;0;4065.34;11;3;0;4.5;63;F;C;181;LIMA MODERNA;1;2421.96;0.130299
201507;16993;15600;36;0;0.008571;0.02725;1;1;7838.58;21;9;7909;359.333333;43;M;C;173;LIMA ESTE;1;2964;0.502473
201507;16994;15145;36;0;0;0;2;0;3577.29;21;410;3167;16732.33333;45;M;S;174;CENTRO;0;1936;0.236202
201507;16995;13078;36;0;;;1;0;3845.14;21;1116;4006;2587.833333;63;M;C;198;LIMA PROVINCIA;1;3567;0.294015
201507;16996;6500;36;0;0;0;4;-1;3177.84;15;497;1298;715.5;50;F;S;107;OESTE;0;880;0.488898
201507;16997;16835;48;0;0.046666;0.057411;1;1;9228.54;20;926;8912;1387.5;28;F;S;74;LIMA MODERNA;1;3396;0.548175
201507;16998;13000;36;1;0.17885;0;2;-1;6757.49;9;68;5015;2654.833333;39;M;S;175;LIMA PROVINCIA;1;1876.46;0.519806
201507;16999;19500;24;0;0.037796;0;3;-2;4379.51;18;360;3521;741.833333;37;F;S;50;LIMA PROVINCIA;1;4513;0.22459
201507;17000;3900;12;0;0;0;2;0;3268.53;;753;2317;11690.66667;62;M;S;257;LIMA SUR;1;2309;0.838084
201507;17001;11703;18;0;;;1;0;5052.15;6;0;5108;1759.5;50;M;C;92;CENTRO;0;5931;0.431697
201507;17002;18200;24;0;0.614962;0;3;-2;16182.95;11;2886;8235;4602.833333;41;M;S;146;CENTRO;0;5764;0.889173
201507;17003;46540;48;0;0.001736;0;3;-2;18003.35;21;2939;17868;22505.33333;64;M;D;184;LIMA MODERNA;1;11899;0.386836
201507;17004;35740;36;0;0.072716;0.28;3;-1;21456.79;18;935;15808;2182.5;43;M;S;30;SUR;0;5589;0.600357
201507;17005;20280;36;0;0;0;0;0;;20;474;10257;1450.666666;55;M;C;103;LIMA SUR;1;5879;0
201507;17006;13000;36;0;0;0;1;0;1331.73;15;477;1478;1398;47;M;U;82;CENTRO;0;1711;0.10244
201507;17007;11488;36;0;;;2;-1;8187.33;;4;8178;1672.833333;56;F;U;192;CENTRO;0;802;0.712685
201507;17008;2626;36;0;0;0;2;0;2112.45;4;0;0;0;48;M;S;55;CENTRO;0;2111.04;0.804436
201507;17009;23836;36;0;0;0;2;0;29970.44;21;785;13499;3666.833333;63;F;D;249;CENTRO;0;5571;1.25736
201507;17010;1300;6;0;;;1;0;515.33;7;443;515;1018.333333;53;M;C;209;CENTRO;0;2069;0.396407
201507;17011;12863;24;0;0.047563;0;3;-1;17726.04;11;0;6665;19777.33333;50;M;C;57;CENTRO;0;2870;1.37806
201507;17012;21279;24;0;;;1;0;10030.37;20;89;10727;4793.833333;44;M;C;193;CENTRO;0;6447;0.471374
201507;17013;2429;36;0;0.957142;0.957142;3;1;5825.47;6;40;1414;162.666666;42;F;S;94;CENTRO;0;1576;2.3983
201507;17014;8601;36;0;0.221811;0;2;-1;5304.83;21;77;3526;349.5;46;M;C;55;NORTE;0;2443;0.616768
201507;17015;3900;36;0;0.045455;0;2;0;2529;21;2148;481;50521.33333;54;F;S;174;CENTRO;0;7409;0.648461
201507;17016;32500;48;0;;;0;0;;11;316;18745;921.833333;59;M;C;100;LIMA ESTE;1;3461;0
201507;17017;10000;36;0;0.442761;0.485111;1;0;11740.13;10;593;7117;651.166666;37;M;S;176;LIMA NORTE;1;2539;1.17401
201507;17018;20775;36;0;;;1;-1;11806.61;11;415;11860;397;48;M;U;71;CENTRO;0;6430;0.568308
201507;17019;6723;36;0;;;1;2;3967.86;6;147;4027;383.5;46;M;C;210;CENTRO;0;1961;0.590191
201507;17020;16900;36;0;0.036795;0;4;-2;12051.47;6;21;9534;37.166666;55;F;S;51;CENTRO;0;2478.75;0.713104
201507;17021;26000;48;0;0.204498;0;1;0;1990.64;20;586;14054;8793.166666;62;M;C;219;OESTE;0;7459;0.076563
201507;17022;63810;24;0;;;1;-1;38124.09;;0;39317;6165;53;M;C;183;LIMA SUR;1;1313.64;0.597462
201507;17023;13578;36;0;0.044773;0;2;0;8145.59;6;0;7255;11564;47;M;C;6;LIMA PROVINCIA;1;1096;0.59991
201507;17024;18592;36;0;0;0;0;0;;21;842;4334;2370;49;M;C;82;LIMA PROVINCIA;1;2206;0
201507;17025;14940;36;0;0;0;1;0;8401.76;11;0;8402;1.6;49;M;C;65;LIMA CENTRO;1;750;0.562366
201507;17026;7800;18;0;;;1;-1;4474.64;6;5571;4506;47828.16667;55;M;C;256;LIMA CENTRO;1;4229;0.573671
201507;17027;6565;36;0;0;0;3;-1;8894.78;21;84;2216;420.333333;57;M;C;33;NORTE;0;2374;1.35488
201507;17028;1950;12;0;;;1;-1;906.04;6;1348;986;1806.833333;61;M;C;145;CALLAO;0;2484;0.464635
201507;17029;34320;36;0;0;0;0;0;;21;1280;2444;31501.33333;39;F;C;155;LIMA NORTE;1;5411;0
201507;17030;6500;12;0;0;0;2;0;2225.73;18;841;2012;14084.66667;53;M;S;157;CENTRO;0;2500;0.34242
201507;17031;18200;36;0;0.135757;0;2;0;11716.25;11;84;10518;958.833333;45;M;S;90;CENTRO;0;1200;0.64375
201507;17032;65000;60;0;;;1;0;26272.81;21;8521;26273;10371.33333;45;M;C;233;LIMA SUR;1;22253;0.404197
201507;17033;26000;24;0;0.17603;0;4;-1;16810.34;18;298;10214;1216.166666;43;M;C;226;LIMA MODERNA;1;6907;0.646551
201507;17034;13000;18;0;0;0;1;0;7958.38;;1810;8124;26002.16667;39;M;S;165;CENTRO;0;3430;0.612183
201507;17035;16950;36;0;0.00005;0;2;-1;5625.53;;0;5198;288;51;M;U;176;LIMA PROVINCIA;1;3041;0.331889
201507;17036;19500;48;0;0;0;2;0;11744.85;21;728;8283;11878.66667;40;M;C;185;LIMA PROVINCIA;1;3477;0.6023
201507;17037;15610;36;0;0.376525;0.25945;2;1;9334.39;13;1523;1576;1623.166666;37;F;S;45;LIMA NORTE;1;2000;0.597975
201507;17038;13130;36;0;0.644261;1;2;1;14118.68;21;0;5760;0;44;M;C;24;NORTE;0;2226.9;1.0753
201507;17039;12683;36;0;;;1;0;359.29;21;300;508;1751;58;M;C;149;CENTRO;0;4291;0.028328
201507;17040;9100;36;0;0.09245;0.236877;4;-2;5178.1;15;5407;2782;6115.833333;50;M;U;58;CENTRO;0;2620.03;0.569021
